Код товара,Наименование товара,Псевдоним,Цена,Краткое описание,Полное описание,Title страницы,Усиленная дверная коробка B90,Изображение,Алюминиевый нащельник,Открывание,Цвет,Цвет иллюминатора,Наличник,Title Изображения,Ключевые слова,Свободный атрибут,Размер полотна,Мета-описание
gladkaya-plastikovaya-odnostvorc,Гладкая пластиковая одностворчатая дверь POSEIDON RAL 3001,gladkaya-plastikovaya-odnostvorchataya-dver-poseidon-ral-3001,25595,Гладкая пластиковая одностворчатая дверь POSEIDON RAL 3001,"<p><strong>Наименование:</strong> Гладкая пластиковая одностворчатая дверь POSEIDON RAL 3001</p>
<p><strong>Производитель:</strong> Дверной Тон (Россия)</p>
<p><strong>Цвет:</strong> RAL 3001</p>
<p><strong>Размеры (по полотну):</strong> 600 x 2000 мм, 700 x 2000 мм, 800 x 2000 мм и 900 x 2000 мм.</p>
<p><strong>Размеры (по коробке):</strong> 670 x 2050 мм, 770 x 2050 мм, 870 x 2050 мм и 970 x 2050 мм.</p>
<p><strong>Размеры (по проему):</strong> 700 x 2100 мм, 800 x 2100 мм, 900 x 2100 мм и 1000 x 2100 мм.</p>
<p><strong>Размеры (в упаковке):</strong> 710 х 2120 мм, 810 х 2120 мм, 910 х 2120 мм, 1010 х 2120 мм. </p>
<p><strong>Толщина полотна: </strong>40 мм.</p>
<p><strong>Дверное полотно </strong>выполнено полностью из полимерных материалов.</p>
<ul>
<li><strong>Заполнение полотна </strong>мелко ячеистый пенополистирол, размер ячеек 0.1 мм. Благодаря данному заполнению полотно имеет низкую теплопроводность и высокие показатели звукоизоляции.</li>
<li><strong>Каркас полотна </strong>ФСФ фанера.</li>
<li><strong>Покрытие полотна</strong> лист жесткого ПВХ. </li>
</ul>
<p><strong>Дверная коробка</strong> выполнена из вспененного ДПК сечением 75х40, запиленная под 45 градусов.</p>
<p>Преимущества пластиковой двери POSEIDON:</p>
<ul>
<li>100% влагостойкость</li>
<li>Сертификация дверей согласно всем правилам и стандартам</li>
<li>Высокая тепло и звукоизоляция</li>
<li>Долговечность</li>
<li>Экологичность</li>
<li>Высокая устойчивость к обработке химическими средствами</li>
<li>Простота установки</li>
<li>Возможность изготовления нестандартных размеров</li>
</ul>
<p> </p>
<p><strong>Дополнительные материалы:</strong></p>
<ul>
<li class=""item-1091""><a href=""plastikovye-vlagostojkie-dveri-poseidon.html"" rel=""alternate"">Сертификаты для пластиковых влагостойких дверей POSEIDON™</a></li>
</ul>
<p> </p>",Гладкая пластиковая одностворчатая дверь POSEIDON RAL 3001,,RAL-3001.png|170.png|photo_2023-09-09_15-10-27.jpg|WhatsApp_Image_2023-10-19_at_12.13.03.jpeg|WhatsApp_Image_2023-10-19_at_12.13.04__3_.jpeg|WhatsApp_Image_2023-10-19_at_12.13.05__3_.jpeg,,,,,С двух сторон;+5000|С одной стороны;+3000|Без наличника,Гладкая пластиковая одностворчатая дверь POSEIDON RAL 3001|||||,"Гладкая пластиковая одностворчатая дверь POSEIDON RAL 3003, гладкая пластиковая дверь, влагостойкая дверь, композитная дверь, медицинская дверь белая, композитная влагостойкая дверь",,900х2000|800х2000|700х2000|600х2000,"Гладкая пластиковая одностворчатая дверь POSEIDON RAL 3003, Купить пластиковую дверь POSEIDON, полотно 600, 700, 800, 900, 1000 мм в белом цвете."
gladkaya-plastikovaya-odnostvorc,Гладкая пластиковая одностворчатая дверь POSEIDON RAL 6021,gladkaya-plastikovaya-odnostvorchataya-dver-poseidon-ral-6021,25595,Гладкая пластиковая одностворчатая дверь POSEIDON RAL 6021,"<p><strong>Наименование:</strong> Гладкая пластиковая одностворчатая дверь POSEIDON RAL 6021</p>
<p><strong>Производитель:</strong> Дверной Тон (Россия)</p>
<p><strong>Цвет:</strong> RAL 6021</p>
<p><strong>Размеры (по полотну):</strong> 600 x 2000 мм, 700 x 2000 мм, 800 x 2000 мм и 900 x 2000 мм.</p>
<p><strong>Размеры (по коробке):</strong> 670 x 2050 мм, 770 x 2050 мм, 870 x 2050 мм и 970 x 2050 мм.</p>
<p><strong>Размеры (по проему):</strong> 700 x 2100 мм, 800 x 2100 мм, 900 x 2100 мм и 1000 x 2100 мм.</p>
<p><strong>Размеры (в упаковке):</strong> 710 х 2120 мм, 810 х 2120 мм, 910 х 2120 мм, 1010 х 2120 мм. </p>
<p><strong>Толщина полотна: </strong>40 мм.</p>
<p><strong>Дверное полотно </strong>выполнено полностью из полимерных материалов.</p>
<ul>
<li><strong>Заполнение полотна </strong>мелко ячеистый пенополистирол, размер ячеек 0.1 мм. Благодаря данному заполнению полотно имеет низкую теплопроводность и высокие показатели звукоизоляции.</li>
<li><strong>Каркас полотна </strong>ФСФ фанера.</li>
<li><strong>Покрытие полотна</strong> лист жесткого ПВХ. </li>
</ul>
<p><strong>Дверная коробка</strong> выполнена из вспененного ДПК сечением 75х40, запиленная под 45 градусов.</p>
<p>Преимущества пластиковой двери POSEIDON:</p>
<ul>
<li>100% влагостойкость</li>
<li>Сертификация дверей согласно всем правилам и стандартам</li>
<li>Высокая тепло и звукоизоляция</li>
<li>Долговечность</li>
<li>Экологичность</li>
<li>Высокая устойчивость к обработке химическими средствами</li>
<li>Простота установки</li>
<li>Возможность изготовления нестандартных размеров</li>
</ul>
<p> </p>
<p><strong>Дополнительные материалы:</strong></p>
<ul>
<li class=""item-1091""><a href=""plastikovye-vlagostojkie-dveri-poseidon.html"" rel=""alternate"">Сертификаты для пластиковых влагостойких дверей POSEIDON™</a></li>
</ul>
<p> </p>",Гладкая пластиковая одностворчатая дверь POSEIDON RAL 6021,,RAL-6021.png|175.png|photo_2023-09-09_15-10-276.jpg|WhatsApp_Image_2023-10-19_at_12.13.036.jpeg|WhatsApp_Image_2023-10-19_at_12.13.04__3_6.jpeg|WhatsApp_Image_2023-10-19_at_12.13.05__3_6.jpeg,,,,,Без наличника|С одной стороны;+3000|С двух сторон;+5000,Гладкая пластиковая одностворчатая дверь POSEIDON RAL 6021|||||,"Гладкая пластиковая одностворчатая дверь POSEIDON RAL 3003, гладкая пластиковая дверь, влагостойкая дверь, композитная дверь, медицинская дверь белая, композитная влагостойкая дверь",,600х2000|700х2000|800х2000|900х2000,Гладкая пластиковая одностворчатая дверь POSEIDON RAL 6021
gladkaya-plastikovaya-odnostvorc,Гладкая пластиковая одностворчатая дверь POSEIDON RAL 6033,gladkaya-plastikovaya-odnostvorchataya-dver-poseidon-ral-6033,25595,Гладкая пластиковая одностворчатая дверь POSEIDON RAL 6033,"<p><strong>Наименование:</strong> Гладкая пластиковая одностворчатая дверь POSEIDON RAL 6033</p>
<p><strong>Производитель:</strong> Дверной Тон (Россия)</p>
<p><strong>Цвет:</strong> RAL 6033</p>
<p><strong>Размеры (по полотну):</strong> 600 x 2000 мм, 700 x 2000 мм, 800 x 2000 мм и 900 x 2000 мм.</p>
<p><strong>Размеры (по коробке):</strong> 670 x 2050 мм, 770 x 2050 мм, 870 x 2050 мм и 970 x 2050 мм.</p>
<p><strong>Размеры (по проему):</strong> 700 x 2100 мм, 800 x 2100 мм, 900 x 2100 мм и 1000 x 2100 мм.</p>
<p><strong>Размеры (в упаковке):</strong> 710 х 2120 мм, 810 х 2120 мм, 910 х 2120 мм, 1010 х 2120 мм. </p>
<p><strong>Толщина полотна: </strong>40 мм.</p>
<p><strong>Дверное полотно </strong>выполнено полностью из полимерных материалов.</p>
<ul>
<li><strong>Заполнение полотна </strong>мелко ячеистый пенополистирол, размер ячеек 0.1 мм. Благодаря данному заполнению полотно имеет низкую теплопроводность и высокие показатели звукоизоляции.</li>
<li><strong>Каркас полотна </strong>ФСФ фанера.</li>
<li><strong>Покрытие полотна</strong> лист жесткого ПВХ. </li>
</ul>
<p><strong>Дверная коробка</strong> выполнена из вспененного ДПК сечением 75х40, запиленная под 45 градусов.</p>
<p>Преимущества пластиковой двери POSEIDON:</p>
<ul>
<li>100% влагостойкость</li>
<li>Сертификация дверей согласно всем правилам и стандартам</li>
<li>Высокая тепло и звукоизоляция</li>
<li>Долговечность</li>
<li>Экологичность</li>
<li>Высокая устойчивость к обработке химическими средствами</li>
<li>Простота установки</li>
<li>Возможность изготовления нестандартных размеров</li>
</ul>
<p> </p>
<p><strong>Дополнительные материалы:</strong></p>
<ul>
<li class=""item-1091""><a href=""plastikovye-vlagostojkie-dveri-poseidon.html"" rel=""alternate"">Сертификаты для пластиковых влагостойких дверей POSEIDON™</a></li>
</ul>
<p> </p>",Гладкая пластиковая одностворчатая дверь POSEIDON RAL 6033,,RAL-6033.png|174.png|photo_2023-09-09_15-10-275.jpg|WhatsApp_Image_2023-10-19_at_12.13.035.jpeg|WhatsApp_Image_2023-10-19_at_12.13.04__3_5.jpeg|WhatsApp_Image_2023-10-19_at_12.13.05__3_5.jpeg,,,,,С двух сторон;+5000|С одной стороны;+3000|Без наличника,Гладкая пластиковая одностворчатая дверь POSEIDON RAL 6033|||||,"Гладкая пластиковая одностворчатая дверь POSEIDON RAL 3003, гладкая пластиковая дверь, влагостойкая дверь, композитная дверь, медицинская дверь белая, композитная влагостойкая дверь",,900х2000|800х2000|700х2000|600х2000,Гладкая пластиковая одностворчатая дверь POSEIDON RAL 6033
gladkaya-plastikovaya-odnostvorc,Гладкая пластиковая одностворчатая дверь POSEIDON RAL 6002,gladkaya-plastikovaya-odnostvorchataya-dver-poseidon-ral-6002,25595,Гладкая пластиковая одностворчатая дверь POSEIDON RAL 6002,"<p><strong>Наименование:</strong> Гладкая пластиковая одностворчатая дверь POSEIDON RAL 6002</p>
<p><strong>Производитель:</strong> Дверной Тон (Россия)</p>
<p><strong>Цвет:</strong> RAL 6002</p>
<p><strong>Размеры (по полотну):</strong> 600 x 2000 мм, 700 x 2000 мм, 800 x 2000 мм и 900 x 2000 мм.</p>
<p><strong>Размеры (по коробке):</strong> 670 x 2050 мм, 770 x 2050 мм, 870 x 2050 мм и 970 x 2050 мм.</p>
<p><strong>Размеры (по проему):</strong> 700 x 2100 мм, 800 x 2100 мм, 900 x 2100 мм и 1000 x 2100 мм.</p>
<p><strong>Размеры (в упаковке):</strong> 710 х 2120 мм, 810 х 2120 мм, 910 х 2120 мм, 1010 х 2120 мм. </p>
<p><strong>Толщина полотна: </strong>40 мм.</p>
<p><strong>Дверное полотно </strong>выполнено полностью из полимерных материалов.</p>
<ul>
<li><strong>Заполнение полотна </strong>мелко ячеистый пенополистирол, размер ячеек 0.1 мм. Благодаря данному заполнению полотно имеет низкую теплопроводность и высокие показатели звукоизоляции.</li>
<li><strong>Каркас полотна </strong>ФСФ фанера.</li>
<li><strong>Покрытие полотна</strong> лист жесткого ПВХ. </li>
</ul>
<p><strong>Дверная коробка</strong> выполнена из вспененного ДПК сечением 75х40, запиленная под 45 градусов.</p>
<p>Преимущества пластиковой двери POSEIDON:</p>
<ul>
<li>100% влагостойкость</li>
<li>Сертификация дверей согласно всем правилам и стандартам</li>
<li>Высокая тепло и звукоизоляция</li>
<li>Долговечность</li>
<li>Экологичность</li>
<li>Высокая устойчивость к обработке химическими средствами</li>
<li>Простота установки</li>
<li>Возможность изготовления нестандартных размеров</li>
</ul>
<p> </p>
<p><strong>Дополнительные материалы:</strong></p>
<ul>
<li class=""item-1091""><a href=""plastikovye-vlagostojkie-dveri-poseidon.html"" rel=""alternate"">Сертификаты для пластиковых влагостойких дверей POSEIDON™</a></li>
</ul>
<p> </p>",Гладкая пластиковая одностворчатая дверь POSEIDON RAL 6002,,RAL-6002.png|176.png|photo_2023-09-09_15-10-277.jpg|WhatsApp_Image_2023-10-19_at_12.13.037.jpeg|WhatsApp_Image_2023-10-19_at_12.13.04__3_7.jpeg|WhatsApp_Image_2023-10-19_at_12.13.05__3_7.jpeg,,,,,С двух сторон;+5000|С одной стороны;+3000|Без наличника,Гладкая пластиковая одностворчатая дверь POSEIDON RAL 6002|||||,"Гладкая пластиковая одностворчатая дверь POSEIDON RAL 3003, гладкая пластиковая дверь, влагостойкая дверь, композитная дверь, медицинская дверь белая, композитная влагостойкая дверь",,900х2000|800х2000|700х2000|600х2000,Гладкая пластиковая одностворчатая дверь POSEIDON RAL 6002
gladkaya-plastikovaya-odnostvorc,Гладкая пластиковая одностворчатая дверь POSEIDON RAL 1023,gladkaya-plastikovaya-odnostvorchataya-dver-poseidon-ral-1023,25595,Гладкая пластиковая одностворчатая дверь POSEIDON RAL 1023,"<p><strong>Наименование:</strong> Гладкая пластиковая одностворчатая дверь POSEIDON RAL 1023</p>
<p><strong>Производитель:</strong> Дверной Тон (Россия)</p>
<p><strong>Цвет:</strong> RAL 1023</p>
<p><strong>Размеры (по полотну):</strong> 600 x 2000 мм, 700 x 2000 мм, 800 x 2000 мм и 900 x 2000 мм.</p>
<p><strong>Размеры (по коробке):</strong> 670 x 2050 мм, 770 x 2050 мм, 870 x 2050 мм и 970 x 2050 мм.</p>
<p><strong>Размеры (по проему):</strong> 700 x 2100 мм, 800 x 2100 мм, 900 x 2100 мм и 1000 x 2100 мм.</p>
<p><strong>Размеры (в упаковке):</strong> 710 х 2120 мм, 810 х 2120 мм, 910 х 2120 мм, 1010 х 2120 мм. </p>
<p><strong>Толщина полотна: </strong>40 мм.</p>
<p><strong>Дверное полотно </strong>выполнено полностью из полимерных материалов.</p>
<ul>
<li><strong>Заполнение полотна </strong>мелко ячеистый пенополистирол, размер ячеек 0.1 мм. Благодаря данному заполнению полотно имеет низкую теплопроводность и высокие показатели звукоизоляции.</li>
<li><strong>Каркас полотна </strong>ФСФ фанера.</li>
<li><strong>Покрытие полотна</strong> лист жесткого ПВХ. </li>
</ul>
<p><strong>Дверная коробка</strong> выполнена из вспененного ДПК сечением 75х40, запиленная под 45 градусов.</p>
<p>Преимущества пластиковой двери POSEIDON:</p>
<ul>
<li>100% влагостойкость</li>
<li>Сертификация дверей согласно всем правилам и стандартам</li>
<li>Высокая тепло и звукоизоляция</li>
<li>Долговечность</li>
<li>Экологичность</li>
<li>Высокая устойчивость к обработке химическими средствами</li>
<li>Простота установки</li>
<li>Возможность изготовления нестандартных размеров</li>
</ul>
<p> </p>
<p><strong>Дополнительные материалы:</strong></p>
<ul>
<li class=""item-1091""><a href=""plastikovye-vlagostojkie-dveri-poseidon.html"" rel=""alternate"">Сертификаты для пластиковых влагостойких дверей POSEIDON™</a></li>
</ul>
<p> </p>",Гладкая пластиковая одностворчатая дверь POSEIDON RAL 1023,,RAL-1023.png|172.png|photo_2023-09-09_15-10-273.jpg|WhatsApp_Image_2023-10-19_at_12.13.033.jpeg|WhatsApp_Image_2023-10-19_at_12.13.04__3_3.jpeg|WhatsApp_Image_2023-10-19_at_12.13.05__3_3.jpeg,,,,,С двух сторон;+5000|С одной стороны;+3000|Без наличника,Гладкая пластиковая одностворчатая дверь POSEIDON RAL 1023|||||,"Гладкая пластиковая одностворчатая дверь POSEIDON RAL 1003, гладкая пластиковая дверь, влагостойкая дверь, композитная дверь, медицинская дверь белая, композитная влагостойкая дверь",,900х2000|800х2000|700х2000|600х2000,"Гладкая пластиковая одностворчатая дверь POSEIDON RAL 1003, Купить пластиковую дверь POSEIDON, полотно 600, 700, 800, 900, 1000 мм в белом цвете."
gladkaya-plastikovaya-odnostvorc,Гладкая пластиковая одностворчатая дверь POSEIDON RAL 7024,gladkaya-plastikovaya-odnostvorchataya-dver-poseidon-ral-7016,25595,Гладкая пластиковая одностворчатая дверь POSEIDON RAL 7024,"<p><strong>Наименование:</strong> Гладкая пластиковая одностворчатая дверь POSEIDON RAL 7024</p>
<p><strong>Производитель:</strong> Дверной Тон (Россия)</p>
<p><strong>Цвет:</strong> RAL 7024</p>
<p><strong>Размеры (по полотну):</strong> 600 x 2000 мм, 700 x 2000 мм, 800 x 2000 мм и 900 x 2000 мм.</p>
<p><strong>Размеры (по коробке):</strong> 670 x 2050 мм, 770 x 2050 мм, 870 x 2050 мм и 970 x 2050 мм.</p>
<p><strong>Размеры (по проему):</strong> 700 x 2100 мм, 800 x 2100 мм, 900 x 2100 мм и 1000 x 2100 мм.</p>
<p><strong>Размеры (в упаковке):</strong> 710 х 2120 мм, 810 х 2120 мм, 910 х 2120 мм, 1010 х 2120 мм. </p>
<p><strong>Толщина полотна: </strong>40 мм.</p>
<p><strong>Дверное полотно </strong>выполнено полностью из полимерных материалов.</p>
<ul>
<li><strong>Заполнение полотна </strong>мелко ячеистый пенополистирол, размер ячеек 0.1 мм. Благодаря данному заполнению полотно имеет низкую теплопроводность и высокие показатели звукоизоляции.</li>
<li><strong>Каркас полотна </strong>ФСФ фанера.</li>
<li><strong>Покрытие полотна</strong> лист жесткого ПВХ. </li>
</ul>
<p><strong>Дверная коробка</strong> выполнена из вспененного ДПК сечением 75х40, запиленная под 45 градусов.</p>
<p>Преимущества пластиковой двери POSEIDON:</p>
<ul>
<li>100% влагостойкость</li>
<li>Сертификация дверей согласно всем правилам и стандартам</li>
<li>Высокая тепло и звукоизоляция</li>
<li>Долговечность</li>
<li>Экологичность</li>
<li>Высокая устойчивость к обработке химическими средствами</li>
<li>Простота установки</li>
<li>Возможность изготовления нестандартных размеров</li>
</ul>
<p> </p>
<p><strong>Дополнительные материалы:</strong></p>
<ul>
<li class=""item-1091""><a href=""plastikovye-vlagostojkie-dveri-poseidon.html"" rel=""alternate"">Сертификаты для пластиковых влагостойких дверей POSEIDON™</a></li>
</ul>
<p> </p>",Гладкая пластиковая одностворчатая дверь POSEIDON RAL 7024,,RAL-7024.png|173.png|photo_2023-09-09_15-10-274.jpg|WhatsApp_Image_2023-10-19_at_12.13.034.jpeg|WhatsApp_Image_2023-10-19_at_12.13.04__3_4.jpeg|WhatsApp_Image_2023-10-19_at_12.13.05__3_4.jpeg,,,,,Без наличника|С одной стороны;+3000|С двух сторон;+5000,Гладкая пластиковая одностворчатая дверь POSEIDON RAL 7024|||||,"Гладкая пластиковая одностворчатая дверь POSEIDON RAL 3003, гладкая пластиковая дверь, влагостойкая дверь, композитная дверь, медицинская дверь белая, композитная влагостойкая дверь",,600х2000|700х2000|800х2000|900х2000,Гладкая пластиковая одностворчатая дверь POSEIDON RAL 7016
gladkaya-plastikovaya-odnostvorc,Гладкая пластиковая одностворчатая дверь POSEIDON RAL 9005,gladkaya-plastikovaya-odnostvorchataya-dver-poseidon-ral-9005,25595,Гладкая пластиковая одностворчатая дверь POSEIDON RAL 9005,"<p><strong>Наименование:</strong> Гладкая пластиковая одностворчатая дверь POSEIDON RAL 9005</p>
<p><strong>Производитель:</strong> Дверной Тон (Россия)</p>
<p><strong>Цвет:</strong> RAL 9005</p>
<p><strong>Размеры (по полотну):</strong> 600 x 2000 мм, 700 x 2000 мм, 800 x 2000 мм и 900 x 2000 мм.</p>
<p><strong>Размеры (по коробке):</strong> 670 x 2050 мм, 770 x 2050 мм, 870 x 2050 мм и 970 x 2050 мм.</p>
<p><strong>Размеры (по проему):</strong> 700 x 2100 мм, 800 x 2100 мм, 900 x 2100 мм и 1000 x 2100 мм.</p>
<p><strong>Размеры (в упаковке):</strong> 710 х 2120 мм, 810 х 2120 мм, 910 х 2120 мм, 1010 х 2120 мм. </p>
<p><strong>Толщина полотна: </strong>40 мм.</p>
<p><strong>Дверное полотно </strong>выполнено полностью из полимерных материалов.</p>
<ul>
<li><strong>Заполнение полотна </strong>мелко ячеистый пенополистирол, размер ячеек 0.1 мм. Благодаря данному заполнению полотно имеет низкую теплопроводность и высокие показатели звукоизоляции.</li>
<li><strong>Каркас полотна </strong>ФСФ фанера.</li>
<li><strong>Покрытие полотна</strong> лист жесткого ПВХ. </li>
</ul>
<p><strong>Дверная коробка</strong> выполнена из вспененного ДПК сечением 75х40, запиленная под 45 градусов.</p>
<p>Преимущества пластиковой двери POSEIDON:</p>
<ul>
<li>100% влагостойкость</li>
<li>Сертификация дверей согласно всем правилам и стандартам</li>
<li>Высокая тепло и звукоизоляция</li>
<li>Долговечность</li>
<li>Экологичность</li>
<li>Высокая устойчивость к обработке химическими средствами</li>
<li>Простота установки</li>
<li>Возможность изготовления нестандартных размеров</li>
</ul>
<p> </p>
<p><strong>Дополнительные материалы:</strong></p>
<ul>
<li class=""item-1091""><a href=""plastikovye-vlagostojkie-dveri-poseidon.html"" rel=""alternate"">Сертификаты для пластиковых влагостойких дверей POSEIDON™</a></li>
</ul>
<p> </p>",Гладкая пластиковая одностворчатая дверь POSEIDON RAL 9005,,RAL_9005.png|171.png|photo_2023-09-09_15-10-272.jpg|WhatsApp_Image_2023-10-19_at_12.13.032.jpeg|WhatsApp_Image_2023-10-19_at_12.13.04__3_2.jpeg|WhatsApp_Image_2023-10-19_at_12.13.05__3_2.jpeg,,,,,С двух сторон;+5000|С одной стороны;+3000|Без наличника,Гладкая пластиковая одностворчатая дверь POSEIDON RAL 9005|||||,"Гладкая пластиковая одностворчатая дверь POSEIDON RAL 9005, гладкая пластиковая дверь, влагостойкая дверь, композитная дверь, медицинская дверь белая, композитная влагостойкая дверь",,900х2000|800х2000|700х2000|600х2000,"Гладкая пластиковая одностворчатая дверь POSEIDON RAL 9005, Купить пластиковую дверь POSEIDON, полотно 600, 700, 800, 900, 1000 мм в белом цвете."
1.4.Композитные двери POSEIDON Премиум,,,,,,,,,,,,,,,,,,
1.4.1.Гладкие двери POSEIDON Премиум,,,,,,,,,,,,,,,,,,
1.4.2.Маятниковые двери POSEIDON Премиум,,,,,,,,,,,,,,,,,,
1.4.3.Окрашенные двери POSEIDON Премиум,,,,,,,,,,,,,,,,,,
2.Аксессуары,,,,,,,,1al-tor.jpg,,,,,,,,,,
2.1.Алюминиевый торец,,,,,,,,al-tor.jpg,,,,,,,,,,
,Алюминиевый торец для внутренних дверей без четверти,,2850,Алюминиевый торец для внутренних дверей без четверти,,Алюминиевый торец для внутренних дверей без четверти,,______________________________________________________________.png,,,,,,Алюминиевый торец для внутренних дверей без четверти,Алюминиевый торец для внутренних дверей без четверти,,,Алюминиевый торец для внутренних дверей без четверти
2.2.Алюминиевый нащельник,,,,,,,,full_____________________________________________________________________1.png,,,,,,,,,,
,Притворная планка (алюминиевый нащельник) для полуторных и двухстворчатых дверей,,2620,Притворная планка (алюминиевый нащельник) для полуторных и двухстворчатых дверей,,Притворная планка (алюминиевый нащельник) для полуторных и двухстворчатых дверей,,____________________________________________________________________1.png,,,,,,Притворная планка (алюминиевый нащельник) для полуторных и двухстворчатых дверей,Притворная планка (алюминиевый нащельник) для полуторных и двухстворчатых дверей,,,Притворная планка (алюминиевый нащельник) для полуторных и двухстворчатых дверей
,Притворная планка (алюминиевый нащельник) для полуторных и двухстворчатых дверей белый,,3980,Притворная планка (алюминиевый нащельник) для полуторных и двухстворчатых дверей белый,,Притворная планка (алюминиевый нащельник) для полуторных и двухстворчатых дверей белый,,____________________________________________________3.png,,,,,,Притворная планка (алюминиевый нащельник) для полуторных и двухстворчатых дверей белый,Притворная планка (алюминиевый нащельник) для полуторных и двухстворчатых дверей белый,,,Притворная планка (алюминиевый нащельник) для полуторных и двухстворчатых дверей белый
2.3.Отбойные пластины из нержавеющей стали,,,,,,,,full_Screenshot_2423523565671116.jpg,,,,,,,,,,
,Отбойная пластина из нержавеющей стали 290х200,,2310,,,,,full_Screenshot_2423523565671116.jpg,,,,,,Отбойная пластина из нержавеющей стали 290х200,,,,
,Отбойная пластина из нержавеющей стали 390х200,,2310,,,,,full_Screenshot_2423523565671116.jpg,,,,,,Отбойная пластина из нержавеющей стали 390х200,,,,
,Отбойная пластина из нержавеющей стали 490х200,,2310,,,,,full_Screenshot_2423523565671116.jpg,,,,,,Отбойная пластина из нержавеющей стали 490х200,,,,
,Отбойная пластина из нержавеющей стали 590х200,,2310,,,,,full_Screenshot_2423523565671116.jpg,,,,,,Отбойная пластина из нержавеющей стали 590х200,,,,
,Отбойная пластина из нержавеющей стали 690х200,,2310,,,,,full_Screenshot_2423523565671116.jpg,,,,,,Отбойная пластина из нержавеющей стали 690х200,,,,
,Отбойная пластина из нержавеющей стали 790х200,,2310,,,,,full_Screenshot_2423523565671116.jpg,,,,,,Отбойная пластина из нержавеющей стали 790х200,,,,
,Отбойная пластина из нержавеющей стали 890х200,,2310,,,,,full_Screenshot_2423523565671116.jpg,,,,,,Отбойная пластина из нержавеющей стали 890х200,,,,
,Отбойная пластина из нержавеющей стали 990х200,,2310,,,,,full_Screenshot_2423523565671116.jpg,,,,,,Отбойная пластина из нержавеющей стали 990х200,,,,
,Отбойная пластина из нержавеющей стали 290х300,,2880,,,,,full_Screenshot_2423523565671116.jpg,,,,,,Отбойная пластина из нержавеющей стали 290х300,,,,
,Отбойная пластина из нержавеющей стали 390х300,,2880,,,,,full_Screenshot_2423523565671116.jpg,,,,,,Отбойная пластина из нержавеющей стали 390х300,,,,
,Отбойная пластина из нержавеющей стали 490х300,,2880,,,,,full_Screenshot_2423523565671116.jpg,,,,,,Отбойная пластина из нержавеющей стали 490х300,,,,
,Отбойная пластина из нержавеющей стали 590х300,,2880,,,,,full_Screenshot_2423523565671116.jpg,,,,,,Отбойная пластина из нержавеющей стали 590х300,,,,
,Отбойная пластина из нержавеющей стали 690х300,,2880,,,,,full_Screenshot_2423523565671116.jpg,,,,,,Отбойная пластина из нержавеющей стали 690х300,,,,
,Отбойная пластина из нержавеющей стали 790х300,,2880,,,,,full_Screenshot_2423523565671116.jpg,,,,,,Отбойная пластина из нержавеющей стали 790х300,,,,
,Отбойная пластина из нержавеющей стали 890х300,,2880,,,,,full_Screenshot_2423523565671116.jpg,,,,,,Отбойная пластина из нержавеющей стали 890х300,,,,
,Отбойная пластина из нержавеющей стали 990х300,,2880,,,,,full_Screenshot_2423523565671116.jpg,,,,,,Отбойная пластина из нержавеющей стали 990х300,,,,
2.4.Дверные иллюминаторы,,,,,,,,full________________________2_RAL_9003.png,,,,,,,,,,
,Иллюминатор для дверей белый,,7880,Иллюминатор для дверей белый,,Иллюминатор для дверей белый,,_______________________1_RAL_9003.png|_______________________2_RAL_9003.png|_______________________3_RAL_9003.png,,,,,,Иллюминатор для дверей белый|Иллюминатор для дверей белый|Иллюминатор для дверей белый,Иллюминатор для дверей белый,,,Иллюминатор для дверей белый
,Иллюминатор для дверей серый,,7880,Иллюминатор для дверей серый,,Иллюминатор для дверей серый,,_______________________1___________.png|_______________________2___________.png|_______________________3___________.png,,,,,,Иллюминатор для дверей серый|Иллюминатор для дверей серый|Иллюминатор для дверей серый,Иллюминатор для дверей серый,,,Иллюминатор для дверей серый
,Иллюминатор для дверей RAL 9006 с металлической крошкой,,9190,Иллюминатор для дверей RAL 9006 с металлической крошкой,,Иллюминатор для дверей RAL 9006 с металлической крошкой,,_______________________1_RAL_9006.png|_______________________2_RAL_9006.png|_______________________3_RAL_9006.png,,,,,,Иллюминатор для дверей RAL 9006 с металлической крошкой|Иллюминатор для дверей RAL 9006 с металлической крошкой|Иллюминатор для дверей RAL 9006 с металлической крошкой,Иллюминатор для дверей RAL 9006 с металлической крошкой,,,Иллюминатор для дверей RAL 9006 с металлической крошкой
2.5.Дверные вентиляционные решетки,,,,,,,,vent.jpg,,,,,,,,,,
